State,County,Outbreak Date,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Missouri,Bates,12/20/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Bates,12/20/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Nebraska,Deuel,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE GPC
Nebraska,Deuel,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE GPC
Pennsylvania,Chester,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Oregon,Polk,12/20/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,OR DFW
Mississippi,Madison,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Iowa,Woodbury,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Monona,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Monona,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Wisconsin,Buffalo,12/20/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Shelby,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Woodbury,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Woodbury,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Madison,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Woodbury,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Madison,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Johnson,12/20/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Arkansas,Johnson,12/20/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,12/20/2022,EA H5N1 mixed,Mallard,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,12/20/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Alabama,Jackson,12/20/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Mississippi,Madison,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Woodbury,12/20/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Madison,12/20/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Iowa,Madison,12/20/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Alcorn,12/20/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Lowndes,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Maine,Penobscot,12/20/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,12/20/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Illinois,Madison,12/20/2022,EA H5N1,Bufflehead,Wild bird,Hunter harvest,NWDP
Florida,Palm Beach,12/20/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Hale,12/20/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Texas,Hale,12/20/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Hale,12/20/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Florida,Brevard,12/20/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,Fulvous whistling duck,Wild bird,Hunter harvest,NWDP
Iowa,Cerro Gordo,12/20/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Maine,Penobscot,12/20/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,12/20/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,12/20/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,12/20/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,12/20/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Florida,Palm Beach,12/20/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
California,Humboldt,12/19/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Illinois,Perry,12/17/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Jefferson,12/17/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Jefferson,12/17/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/17/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/17/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/17/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/17/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Perry,12/17/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arizona,Mohave,12/17/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
New Jersey,Cumberland,12/16/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
New York,Seneca,12/16/2022,EA H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Maine,Penobscot,12/16/2022,EA/AM H5,Mallard,Wild bird,Live bird,NWDP
Nevada,Humboldt,12/16/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NV DOW
Nevada,Pershing,12/16/2022,EA H5N1,Greater sage grouse,Wild bird,Morbidity/Mortality,NV DOW
New Mexico,Socorro,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
New Mexico,Socorro,12/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
New Mexico,Socorro,12/16/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Missouri,Holt,12/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Missouri,Holt,12/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Missouri,Holt,12/16/2022,EA/AM H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,USFWS/USGS
Colorado,Otero,12/16/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Baca,12/16/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Oregon,Lincoln,12/16/2022,EA H5N1,Hawk (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Teton,12/16/2022,EA H5N1,American kestrel,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Teton,12/16/2022,EA H5N1,American kestrel,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,King,12/16/2022,EA H5N1,Crow (unidentified),Wild bird,Morbidity/Mortality,WA DFW
Washington,Snohomish,12/16/2022,EA H5N1,Dunlin,Wild bird,Morbidity/Mortality,WA DFW
North Carolina,Wake,12/16/2022,EA/AM H5N1,Hawk (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
New York,Clinton,12/16/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
New York,Tompkins,12/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
Colorado,Boulder,12/16/2022,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/16/2022,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/16/2022,EA H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/16/2022,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Colorado,Larimer,12/16/2022,EA/AM H5N1,Red-tailed hawk,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Tennessee,Robertson,12/16/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,TN FWC/SCWDS
Louisiana,Morehouse,12/16/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,LA DWF/SCWDS
Kansas,Sherman,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Pottawatomie,12/16/2022,EA H5N1,Common merganser,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Pottawatomie,12/16/2022,EA H5,Redhead duck,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Pottawatomie,12/16/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Ford,12/16/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Ford,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Douglas,12/16/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Sherman,12/16/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Arkansas,Cleburne,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Poinsett,12/16/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Poinsett,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Poinsett,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Craighead,12/16/2022,EA H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Craighead,12/16/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Greene,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Chicot,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Saline,12/16/2022,EA H5N1,Wood duck,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
Arkansas,Grant,12/16/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AR GFC/SCWDS
North Carolina,Guilford,12/16/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Pamlico,12/16/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Nebraska,Douglas,12/16/2022,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
Arkansas,Craighead,12/16/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,Private (non-government) submission
Arkansas,Baxter,12/16/2022,EA/AM H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Grays Harbor,12/16/2022,EA/AM H5N1,Sanderling,Wild bird,Morbidity/Mortality,WA DFW
Washington,Snohomish,12/16/2022,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,WA DFW
Washington,Thurston,12/16/2022,EA H5N1,Gadwall,Wild bird,Morbidity/Mortality,WA DFW
Colorado,Boulder,12/16/2022,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Washington,Pacific,12/16/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WA DFW
Illinois,Randolph,12/16/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,NWDP
New York,Suffolk,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Seneca,12/16/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
New York,Seneca,12/16/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Mississippi,Monroe,12/16/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,De Soto,12/16/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Panola,12/16/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Louisiana,Richland,12/16/2022,EA/AM H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
West Virginia,Pocahontas,12/16/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WV DNR/SCWDS
Alaska,Sitka,12/16/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Sitka,12/16/2022,EA H5N1,Trumpeter swan,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Alaska,Sitka,12/16/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AK DFG/USFWS
Texas,Bosque,12/15/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,TX PWD
Montana,Yellowstone,12/15/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Montana,Missoula,12/15/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MT FWP
Colorado,Adams,12/15/2022,EA/AM H5N1,Common merganser,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Weld,12/15/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Rio Grande,12/15/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Pennsylvania,Allegheny,12/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Centre,12/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Centre,12/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Lehigh,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Chester,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Berks,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Berks,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Chester,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Chester,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Bucks,12/15/2022,EA/AM H5N1,Green-winged teal,Wild bird,Morbidity/Mortality,PA Game Commission
Oregon,Union,12/15/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Klamath,12/15/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,OR DFW
Utah,Utah,12/15/2022,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Arkansas,Jackson,12/15/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,12/15/2022,EA/AM H5N1,Brown pelican,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,12/15/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,12/15/2022,EA/AM H5N1,Royal tern,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,12/15/2022,EA/AM H5N1,Sandwich tern,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,12/15/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC
Texas,Montague,12/15/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,TX PWD
Pennsylvania,Carbon,12/15/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,PA Game Commission
Colorado,Larimer,12/15/2022,EA/AM H5N1,Cackling goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Pennsylvania,Adams,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Adams,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Adams,12/15/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Venango,12/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Lebanon,12/15/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Potter,12/15/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Crawford,12/15/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Lackawanna,12/15/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Monroe,12/15/2022,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Monroe,12/15/2022,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Lancaster,12/15/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,PA Game Commission
Colorado,Boulder,12/15/2022,EA/AM H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Montana,Big Horn,12/15/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Nebraska,Douglas,12/15/2022,EA/AM H5N1,Canada goose,Wild bird,Agency harvest,NWDP
Idaho,Fremont,12/15/2022,EA H5N1,Common goldeneye,Wild bird,Hunter harvest,NWDP
Oregon,Lane,12/15/2022,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lane,12/15/2022,EA/AM H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lane,12/15/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lane,12/15/2022,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lane,12/15/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Kansas,Neosho,12/15/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Randall,12/15/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Randall,12/15/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Randall,12/15/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Randall,12/15/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/15/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/15/2022,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/15/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Idaho,Fremont,12/15/2022,EA/AM H5N1,Common goldeneye,Wild bird,Hunter harvest,NWDP
Montana,Big Horn,12/15/2022,EA/AM H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Los Angeles,12/13/2022,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
California,Los Angeles,12/13/2022,EA/AM H5N1,Owl (unidentified),Wild bird,Morbidity/Mortality,LA Co Dept of Public Health
California,San Diego,12/13/2022,EA/AM H5N1,Turkey vulture,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,San Diego,12/13/2022,EA/AM H5N1,American white pelican,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Wyoming,Fremont,12/13/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Missouri,Pemiscot,12/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Bollinger,12/13/2022,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Platte,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Charles,12/13/2022,EA/AM H5N1,Cooper's hawk,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Webster,12/13/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Webster,12/13/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Michigan,Eaton,12/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Clinton,12/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Michigan,Iron,12/13/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MI DNR
Kentucky,Fayette,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
Kentucky,Trigg,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS
California,San Francisco,12/13/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,Private (non-government) submission
California,Fresno,12/13/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Humboldt,12/13/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Colusa,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Diego,12/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,12/13/2022,EA H5,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Mateo,12/13/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Humboldt,12/13/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Humboldt,12/13/2022,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Los Angeles,12/13/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Los Angeles,12/13/2022,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Ventura,12/13/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Kern,12/13/2022,EA H5N1,Cooper's hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA/AM H5N1,Bonaparte's gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA/AM H5N1,Western gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA H5N1,Cackling goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Luis Obispo,12/13/2022,EA H5N1,Northern fulmar,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Monterey,12/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Alabama,Cullman,12/13/2022,EA/AM H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,AL DCNR
Illinois,Randolph,12/13/2022,EA/AM H5N1,American white pelican,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/13/2022,EA/AM H5N1,Common tern,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/13/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Randolph,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Clinton,12/13/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
